,corp_code,corp_name,stock_code,modify_date
51238,01497948,이프지금제이차, ,20200909
51239,01498178,슈베르트어드바이저스코리아, ,20200909
51240,01498318,라크레스, ,20200909
51241,01508509,글로벌우신, ,20201027
51242,01507731,정풍시큐리티, ,20201028
51243,01506121,참조은환경, ,20201028
51244,01508837,백경비엠에스, ,20201028
51245,01509094,루원디앤씨, ,20201029
51246,01509100,500메트로, ,20201029
51247,01509119,영종디앤씨, ,20201029
51248,00832843,유앤제일차유동화전문유한회사, ,20201029
51249,00538460,더페이스샵, ,20201029
51250,01525694,신대원에너지, ,20210125
51251,01013685,삼안, ,20210125
51252,00117522,동양전자초자, ,20210125
51253,01131893,진미선서아, ,20210125
51254,01419685,프로페이스사이언시스, ,20210125
51255,01253982,바이오앤텍, ,20210125
51256,00927859,에이치모터스, ,20210125
51257,01148024,에이치모터스, ,20210125
51258,01525214,헬프자산관리대부, ,20210125
51259,01361892,에이치모터스판매, ,20210125
51260,00891800,아이피지포토닉스코리아, ,20210125
51261,01095704,케이엠제약,225430,20210126
51262,01398151,교보9호스팩,331520,20210126
51263,00668840,라미드에이치엠, ,20210217
51264,00183729,영화건설, ,20210217
51265,01434480,디오션시티4, ,20210217
51266,00895444,솔라루체, ,20210217
51267,00973432,알킨스, ,20210217
51268,01387720,파인솔루션, ,20210217
51269,00455848,댄포스코리아, ,20210217
51270,01490404,서운에스엠, ,20210217
51271,00927901,한국메나리니, ,20210217
51272,00523176,네추럴FNP,086220,20210217
51273,00451471,동서물산, ,20210217
51274,00971902,젠스엠, ,20210217
51275,00174165,센트럴저축은행, ,20210217
51276,01004298,에릭슨엘지엔터프라이즈, ,20210217
51277,01226474,이디에스, ,20210217
51278,00636489,한국피셔과학, ,20210217
51279,01063990,로보로보,215100,20210217
51280,00480376,비룡소, ,20210217
51281,00368108,에이온코리아보험중개, ,20210217
51282,00762687,에이엠에이, ,20200619
51283,01486678,에이케이에스, ,20200619
51284,01486757,에프엠씨패션코리아, ,20200624
51285,01487084,아이비별내제일차, ,20200624
51286,01487093,원더풀지엠제삼십사차, ,20200624
51287,01487109,샤이닝스톤검단, ,20200624
51288,01487118,샤이닝스톤오송, ,20200624
51289,01487127,아이비양지제일차, ,20200624
51290,00963037,센터마크호텔, ,20200624
51291,01332739,지엠에이치비제일차, ,20200904
51292,01134359,제이알글로벌제2호위탁관리부동산투자회사, ,20200904
51293,01496505,팔봉, ,20200907
51294,01497452,지오투정보기술, ,20200908
51295,01497957,이프도화제일차, ,20200909
51296,00367604,SM Life Design,063440,20201216
51297,00231372,롯데관광개발,032350,20201216
51298,00124151,부산주공,005030,20201217
51299,01517783,케이에이치미디어, ,20201218
51300,01158809,경동냉열산업, ,20210215
51301,00871037,하이덴하인코리아, ,20210215
51302,00366571,득영, ,20210215
51303,00151298,DSR제강,069730,20210215
51304,00916358,한국청정음료, ,20210215
51305,01499274,벨라모다, ,20210215
51306,00447113,씨.에스에프, ,20210215
51307,01529317,교정공제회, ,20210215
51308,01529326,아티스트코스메틱, ,20210215
